"name","geo","region","continent","date","year","total_vaccinations","people_vaccinated","people_fully_vaccinated","total_boosters","daily_vaccinations_raw","daily_vaccinations","total_vaccinations_per_hundred","people_vaccinated_per_hundred","people_fully_vaccinated_per_hundred","total_boosters_per_hundred","daily_vaccinations_per_million","daily_people_vaccinated","daily_people_vaccinated_per_hundred","population","income_per_person","gdp","growth_gdp_per_capita","life_expectancy"
"Latvia","lva","pays","europe",2021-11-14,2021,2098491,1235450,1116600,NA,2572,10343,112.4,66.18,59.81,NA,5540,4629,0.248,1866934,31298,58431995073,5.4,75.67
"Lebanon","lbn","pays","asia",2021-11-14,2021,3443254,1837206,1606048,NA,4427,10304,50.87,27.14,23.73,NA,1522,4621,0.068,6769151,10016,67800313287,-3.79,78.23
"Lesotho","lso","pays","africa",2021-11-14,2021,NA,NA,NA,NA,NA,6167,NA,NA,NA,NA,2856,6158,0.285,2159067,2621,5659534582,3.02,57.04
"Liberia","lbr","pays","africa",2021-11-14,2021,NA,NA,NA,NA,NA,9442,NA,NA,NA,NA,1823,6255,0.121,5180208,1365,7071130071,2.17,65.83
"Libya","lby","pays","africa",2021-11-14,2021,2149880,1605435,544445,NA,NA,10398,30.9,23.07,7.82,NA,1494,3239,0.047,6958538,13840,96309431432,4.4,73.67
"Liechtenstein","lie","pays","europe",2021-11-14,2021,49466,25525,24788,1,0,48,129.31,66.73,64.8,0,1255,35,0.091,38254,NA,NA,NA,NA
"Lithuania","ltu","pays","europe",2021-11-14,2021,3497787,1838564,1749348,147600,972,9032,130.04,68.35,65.03,5.49,3358,2138,0.079,2689862,38117,102529312834,3.22,75.75
"Luxembourg","lux","pays","europe",2021-11-14,2021,859607,441256,NA,37144,5,1917,135.41,69.51,NA,5.85,3020,485,0.076,634814,113004,71736259697,1.67,82.26
"Macao","mac","pays",NA,2021-11-14,2021,NA,NA,NA,NA,NA,4001,NA,NA,NA,NA,6077,834,0.127,NA,NA,NA,NA,NA
"Madagascar","mdg","pays","africa",2021-11-14,2021,NA,NA,NA,NA,NA,1398,NA,NA,NA,NA,49,2531,0.009,28427333,1548,44009545955,2.46,64.87
"Malawi","mwi","pays","africa",2021-11-14,2021,1304110,1037023,574069,NA,3107,5932,6.64,5.28,2.92,NA,302,5387,0.027,19647681,1029,20225105145,3.52,65.04
"Malaysia","mys","pays","asia",2021-11-14,2021,51882280,25784723,25232829,1052245,45857,104145,158.29,78.67,76.99,3.21,3177,6934,0.021,32776195,27805,911343281537,4.67,75.34
"Maldives","mdv","pays","asia",2021-11-14,2021,756045,395068,360977,NA,NA,233,139.08,72.67,66.4,NA,429,33,0.006,543620,15216,8271841576,11.5,82.66
"Mali","mli","pays","africa",2021-11-14,2021,NA,NA,NA,NA,NA,1657,NA,NA,NA,NA,79,8832,0.042,20855724,2230,46510796484,2.9,63.65
"Malta","mlt","pays","europe",2021-11-14,2021,908687,433207,430616,76771,2234,2830,176.07,83.94,83.44,14.88,5483,174,0.034,442790,40243,17819165862,4.53,81.6
"Mauritania","mrt","pays","africa",2021-11-14,2021,NA,NA,NA,NA,NA,5122,NA,NA,NA,NA,1073,2105,0.044,4775110,5020,23969502966,3.26,71.46
"Mauritius","mus","pays","africa",2021-11-14,2021,NA,NA,NA,NA,NA,2300,NA,NA,NA,NA,1806,622,0.049,1273428,20525,26137579335,5.22,75.31
"Mexico","mex","pays","america_north",2021-11-14,2021,129806147,75439928,63353433,NA,NA,223589,99.65,57.91,48.64,NA,1716,71769,0.055,130262220,18691,2434774026047,2.09,75.8
"Moldova","mda","pays","europe",2021-11-14,2021,1568214,948882,NA,NA,1241,3168,38.97,23.58,NA,NA,787,3062,0.076,4024025,13076,52616590074,5.89,73.31
"Mongolia","mng","pays","asia",2021-11-14,2021,4402207,2257590,2144617,NA,NA,623,132.23,67.81,64.42,NA,187,203,0.006,3329282,11830,39386189135,5.75,69.68
"Montenegro","mne","pays","europe",2021-11-14,2021,514577,265500,249077,NA,824,1140,81.93,42.27,39.66,NA,1815,732,0.117,628051,19939,12522485588,5.43,76.98
"Morocco","mar","pays","africa",2021-11-14,2021,48422828,24458506,22490963,NA,NA,42363,129.66,65.49,60.23,NA,1134,18368,0.049,37344787,7156,267222995456,2.89,74.85
"Mozambique","moz","pays","africa",2021-11-14,2021,NA,NA,NA,NA,NA,164678,NA,NA,NA,NA,5120,125707,0.391,32163045,1235,39712828055,1.99,60.79
"Myanmar","mmr","pays","asia",2021-11-14,2021,NA,NA,NA,NA,NA,290206,NA,NA,NA,NA,5295,110595,0.202,54806014,4769,261393458894,0.78,69.53
"Namibia","nam","pays","africa",2021-11-14,2021,NA,NA,NA,NA,NA,2143,NA,NA,NA,NA,828,925,0.036,2587344,8663,22415341938,0.43,67.94
"Nepal","npl","pays","asia",2021-11-14,2021,NA,NA,NA,NA,NA,40307,NA,NA,NA,NA,1358,19493,0.066,29674920,3361,99737368107,2.87,72.11
"Netherlands","nld","pays","europe",2021-11-14,2021,NA,13168144,12626208,NA,NA,17657,NA,76.68,73.52,NA,1028,9568,0.056,17173094,56038,962349111579,2.7,82.08
"New Caledonia","ncl","pays",NA,2021-11-14,2021,NA,NA,NA,NA,NA,467,NA,NA,NA,NA,1620,117,0.041,NA,NA,NA,NA,NA
"New Zealand","nzl","pays","asia",2021-11-14,2021,7217713,3796503,3416840,4370,14723,22396,140.9,74.11,66.7,0.09,4372,6027,0.118,4860642,42920,208619758021,2.08,82.21
"Nicaragua","nic","pays","america_north",2021-11-14,2021,NA,NA,NA,NA,NA,311302,NA,NA,NA,NA,46446,185228,2.764,6702379,5244,35147363510,1.64,79.7
"Niger","ner","pays","africa",2021-11-14,2021,963041,506083,456958,NA,NA,3719,3.83,2.01,1.82,NA,148,399,0.002,25130810,1229,30877172412,8.68,63.93
"Nigeria","nga","pays","africa",2021-11-14,2021,NA,NA,NA,NA,NA,31886,NA,NA,NA,NA,151,16760,0.008,211400704,4916,1039200012005,-0.22,66
"North America","north america","continent",NA,2021-11-14,2021,722139569,376295754,320086245,35041854,1406318,2018362,121.05,63.08,53.65,5.87,3383,667106,0.112,NA,NA,NA,NA,NA
"Macedonia, FYR","mkd","pays","europe",2021-11-14,2021,NA,NA,NA,NA,NA,3349,NA,NA,NA,NA,1608,2601,0.125,2082662,16510,34384343066,4,77.02
"Norway","nor","pays","europe",2021-11-14,2021,8248187,4224070,3779219,244898,96,16854,150.91,77.28,69.15,4.48,3084,1031,0.019,5465629,66160,361604669091,3.37,82.89
"Oceania","oceania","continent",NA,2021-11-14,2021,47774020,25001892,22507120,265008,76040,163797,110.54,57.85,52.08,0.61,3790,48468,0.112,NA,NA,NA,NA,NA
"Oman","omn","pays","asia",2021-11-14,2021,NA,NA,NA,NA,NA,8109,NA,NA,NA,NA,1552,11676,0.224,5223376,26274,137237978324,4.43,77.99
"Pakistan","pak","pays","asia",2021-11-14,2021,119035991,78215285,48185021,NA,NA,1009791,52.86,34.73,21.4,NA,4484,513437,0.228,225199929,4569,1029010060700,2.06,67.48
"Palestine","pse","pays","asia",2021-11-14,2021,NA,NA,NA,NA,NA,8082,NA,NA,NA,NA,1547,12669,0.243,5222756,5578,29134715317,4.53,77.51
"Panama","pan","pays","america_north",2021-11-14,2021,5514729,2989382,2396181,129166,8440,6477,125.86,68.23,54.69,2.95,1478,1364,0.031,4381583,28130,123255319258,3.61,80
"Papua New Guinea","png","pays","asia",2021-11-14,2021,NA,NA,NA,NA,NA,5196,NA,NA,NA,NA,570,2530,0.028,9119005,4156,37899828171,2.11,59.34
"Paraguay","pry","pays","america_south",2021-11-14,2021,NA,NA,NA,NA,NA,50985,NA,NA,NA,NA,7062,29866,0.414,7219641,12718,91816412732,2.6,76.6
"Peru","per","pays","america_south",2021-11-14,2021,38415320,21249581,16776003,389736,213798,205645,115.16,63.7,50.29,1.17,6165,104098,0.312,33359416,12146,405187835766,4.12,81.23
"Philippines","phl","pays","asia",2021-11-14,2021,69713994,NA,NA,NA,NA,788294,62.78,NA,NA,NA,7099,NA,NA,111046910,8371,929583556006,4.91,70.25
"Poland","pol","pays","europe",2021-11-14,2021,39905294,20475445,20147634,1563508,NA,62279,105.58,54.17,53.3,4.14,1648,16924,0.045,37797000,33477,1265331380483,4.65,78.71
"Portugal","prt","pays","europe",2021-11-14,2021,16803145,NA,NA,525000,NA,75484,165.26,NA,NA,5.16,7424,1816,0.018,10167923,33626,341901783772,5.01,82.2
"Qatar","qat","pays","asia",2021-11-14,2021,4878413,NA,NA,NA,NA,3130,166.47,NA,NA,NA,1068,NA,NA,2930524,89352,261849576198,3.35,80.73
"Romania","rou","pays","europe",2021-11-14,2021,13785039,NA,6843419,NA,80483,80354,72.07,NA,35.78,NA,4201,34081,0.178,19127772,30683,586902936094,4.81,75.7
"Russia","rus","pays","europe",2021-11-14,2021,114006989,61165173,51188082,2431173,820302,738193,78.13,41.92,35.08,1.67,5059,452525,0.31,145912022,27197,3968310654075,3.83,72.81
"Rwanda","rwa","pays","africa",2021-11-14,2021,NA,NA,NA,NA,NA,152622,NA,NA,NA,NA,11496,107387,0.809,13276517,2248,29843548535,4.45,69.74
"St. Kitts and Nevis","kna","pays","america_north",2021-11-14,2021,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,915,38,0.071,53546,20653,1105894447,8.89,NA
"St. Lucia","lca","pays","america_north",2021-11-14,2021,96913,52851,44062,NA,NA,266,52.56,28.66,23.89,NA,1443,108,0.059,184401,12769,2354642672,10.05,76.11
"St. Vincent and the Grenadines","vct","pays","america_north",2021-11-14,2021,NA,NA,NA,NA,NA,394,NA,NA,NA,NA,3541,197,0.177,111269,11928,1327224219,4.84,72.78
"Samoa","wsm","pays","asia",2021-11-14,2021,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,4986,704,0.352,200144,5721,1145017194,0.82,73.4
"San Marino","smr","pays","europe",2021-11-14,2021,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,412,1,0.003,34010,56609,1925277576,3.06,NA
"Sao Tome and Principe","stp","pays","africa",2021-11-14,2021,NA,NA,NA,NA,NA,267,NA,NA,NA,NA,1195,87,0.039,223364,3651,815604322,3.15,67.67
"Saudi Arabia","sau","pays","asia",2021-11-14,2021,46743789,24410797,22022105,NA,71248,55526,132.27,69.07,62.31,NA,1571,15152,0.043,35340680,44534,1573877832885,1.99,77.43
"Senegal","sen","pays","africa",2021-11-14,2021,NA,NA,NA,NA,NA,1720,NA,NA,NA,NA,100,1164,0.007,17196308,3408,58608161608,3.16,69.16
"Serbia","srb","pays","europe",2021-11-14,2021,7481252,3212804,3052529,1215919,NA,27301,108.87,46.76,44.42,17.69,3973,4387,0.064,8697547,19227,167231630840,4.92,76.31
"Seychelles","syc","pays","africa",2021-11-14,2021,NA,NA,NA,NA,NA,399,NA,NA,NA,NA,4034,29,0.029,98910,25346,2506924974,3.33,73.92
"Sierra Leone","sle","pays","africa",2021-11-14,2021,NA,NA,NA,NA,NA,13495,NA,NA,NA,NA,1658,10576,0.13,8141343,1658,13500598872,1.38,62.14
"Singapore","sgp","pays","asia",2021-11-14,2021,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,10,36,0.001,5896684,94610,557882618041,2.04,85.42
"Sint Maarten (Dutch part)","sxm","pays",NA,2021-11-14,2021,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,760,16,0.037,NA,NA,NA,NA,NA
"Slovak Republic","svk","pays","europe",2021-11-14,2021,4885262,2555296,2329966,NA,3984,5482,89.46,46.79,42.67,NA,1004,4185,0.077,5460726,31634,172742263638,4.31,78.01
